m/z	i
4484.33 -3031
4484.73 -6112
4485.14 -7447
4485.55 -7383
4485.95 -8199
4486.36 -10043
4486.76 -13483
4487.17 -16203
4487.57 -18055
4487.98 -18762
4488.38 -18867
4488.79 -17708
4489.19 -17969
4489.60 -17363
4490.01 -14223
4490.41 -10097
4490.82 -8249
4491.22 -6579
4491.63 -3775
4492.03 -1398
4492.44 1132
4492.84 3341
4493.25 4884
4493.66 8304
4494.06 10683
4494.47 11562
4494.87 12684
4495.28 13594
4495.69 12947
4496.09 9787
4496.50 9884
4496.90 14075
4497.31 14978
4497.71 15132
4498.12 16848
4498.53 18500
4498.93 18249
4499.34 17754
4499.74 18258
4500.15 17031
4500.56 13781
4500.96 11251
4501.37 9439
4501.77 7522
4502.18 4734
4502.59 1043
4502.99 629
4503.40 1554
4503.81 -510
4504.21 -2140
4504.62 -3614
4505.02 -1962
4505.43 -1006
4505.84 -523
4506.24 2002
4506.65 5930
4507.06 8091
4507.46 12304
4507.87 15574
4508.28 16176
4508.68 16910
4509.09 16470
4509.49 13632
4509.90 10813
4510.31 9339
4510.71 7968
4511.12 6714
4511.53 4854
4511.93 3335
4512.34 2141
4512.75 1312
4513.15 58
4513.56 -1987
4513.97 -3583
4514.37 -3810
4514.78 -3150
4515.19 -4768
4515.59 -4905
4516.00 -3572
4516.41 -379
4516.81 10
4517.22 -2454
4517.63 -4450
4518.03 -5301
4518.44 -4070
4518.85 -4224
4519.25 -6326
4519.66 -3955
4520.07 208
4520.48 2713
4520.88 4696
4521.29 6750
4521.70 9522
4522.10 9423
4522.51 7673
4522.92 10864
4523.32 12647
4523.73 13694
4524.14 16605
4524.55 16734
4524.95 16609
4525.36 16556
4525.77 16206
4526.17 14976
4526.58 11688
4526.99 9320
4527.40 9254
4527.80 8140
4528.21 6870
4528.62 5961
4529.03 5726
4529.43 6789
4529.84 6804
4530.25 6105
4530.66 4865
4531.06 4329
4531.47 3353
4531.88 2466
4532.29 4153
4532.69 8363
4533.10 8343
4533.51 9293
4533.92 11276
4534.32 10440
4534.73 9473
4535.14 7337
4535.55 5988
4535.95 6233
4536.36 5400
4536.77 6021
4537.18 5777
4537.58 5267
4537.99 6281
4538.40 6922
4538.81 4552
4539.22 635
4539.62 -1902
4540.03 -2997
4540.44 -3001
4540.85 -1886
4541.25 361
4541.66 3187
4542.07 4251
4542.48 4934
4542.89 6166
4543.29 7989
4543.70 8145
4544.11 6094
4544.52 5599
4544.93 5869
4545.33 7758
4545.74 10587
4546.15 12317
4546.56 14003
4546.97 16651
4547.38 18351
4547.78 16991
4548.19 13231
4548.60 10107
4549.01 10293
4549.42 10706
4549.82 11874
4550.23 13468
4550.64 13687
4551.05 13850
4551.46 12886
4551.87 11867
4552.27 11826
4552.68 11772
4553.09 9494
4553.50 4170
4553.91 1526
4554.32 624
4554.73 848
4555.13 3862
4555.54 4392
4555.95 5550
4556.36 6567
4556.77 6976
4557.18 3858
4557.59 1324
4557.99 2530
4558.40 4640
4558.81 5777
4559.22 4326
4559.63 4579
4560.04 7378
4560.45 8243
4560.85 8699
4561.26 7371
4561.67 6258
4562.08 8227
4562.49 8452
4562.90 7321
4563.31 5968
4563.72 7128
4564.13 7524
4564.53 7745
4564.94 7378
4565.35 5242
4565.76 2558
4566.17 138
4566.58 -1431
4566.99 -2117
4567.40 -1188
4567.81 -745
4568.22 -2787
4568.63 -4776
4569.03 -6893
4569.44 -7225
4569.85 -7572
4570.26 -8862
4570.67 -9813
4571.08 -10773
4571.49 -9022
4571.90 -5547
4572.31 -5973
4572.72 -5489
4573.13 -5313
4573.54 -7423
4573.95 -9800
4574.35 -12275
4574.76 -10975
4575.17 -6813
4575.58 -3497
4575.99 1683
4576.40 6841
4576.81 8805
4577.22 10698
4577.63 12965
4578.04 16125
4578.45 19382
4578.86 19783
4579.27 18994
4579.68 16941
4580.09 16256
4580.50 13432
4580.91 12001
4581.32 11805
4581.73 10177
4582.14 5997
4582.55 2501
4582.96 260
4583.37 -900
4583.78 -652
4584.19 510
4584.60 3645
4585.01 7354
4585.41 8439
4585.82 9240
4586.23 10007
4586.64 8194
4587.05 7243
4587.46 6433
4587.87 6845
4588.28 7456
4588.69 6905
4589.10 5728
4589.51 3649
4589.92 2696
4590.33 2748
4590.75 4166
4591.16 7035
4591.57 8793
4591.98 10413
4592.39 13195
4592.80 16573
4593.21 19237
4593.62 20878
4594.03 21893
4594.44 21449
4594.85 22066
4595.26 21271
4595.67 18695
4596.08 15117
4596.49 10401
4596.90 5123
4597.31 643
4597.72 -1443
4598.13 -2332
4598.54 -5094
4598.95 -8687
4599.36 -11008
4599.77 -9570
4600.18 -8315
4600.59 -7142
4601.00 -2168
4601.41 650
4601.83 2009
4602.24 3095
4602.65 2522
4603.06 3633
4603.47 5431
4603.88 7451
4604.29 9802
4604.70 12823
4605.11 13606
4605.52 13473
4605.93 13594
4606.34 13055
4606.75 11218
4607.16 7599
4607.58 4738
4607.99 3177
4608.40 1184
4608.81 -312
4609.22 994
4609.63 2552
4610.04 2103
4610.45 4090
4610.86 6171
4611.27 5552
4611.69 4739
4612.10 2170
4612.51 1537
4612.92 5077
4613.33 8912
4613.74 13663
4614.15 17055
4614.56 17298
4614.97 17417
4615.39 18778
4615.80 18324
4616.21 15345
4616.62 10620
4617.03 4763
4617.44 2209
4617.85 2772
4618.27 4107
4618.68 5322
4619.09 8089
4619.50 8977
4619.91 9686
4620.32 11427
4620.73 12446
4621.15 12331
4621.56 14008
4621.97 18022
4622.38 23581
4622.79 27033
4623.20 27349
4623.61 25509
4624.03 23049
4624.44 20552
4624.85 18646
4625.26 17998
4625.67 15364
4626.08 11640
4626.50 8818
4626.91 7597
4627.32 9383
4627.73 12676
4628.14 14061
4628.55 14271
4628.97 15113
4629.38 18013
4629.79 22729
4630.20 27104
4630.61 30502
4631.03 33149
4631.44 35567
4631.85 35369
4632.26 32354
4632.67 28155
4633.09 23796
4633.50 21443
4633.91 20939
4634.32 19744
4634.73 18971
4635.15 17050
4635.56 11759
4635.97 6189
4636.38 2058
4636.80 757
4637.21 720
4637.62 -1909
4638.03 -6200
4638.44 -9245
4638.86 -10084
4639.27 -8633
4639.68 -10009
4640.09 -13058
4640.51 -15444
4640.92 -17712
4641.33 -19283
4641.74 -19215
4642.16 -17043
4642.57 -12115
4642.98 -7790
4643.39 -3611
4643.80 -235
4644.22 4723
4644.63 8909
4645.04 11905
4645.46 15192
4645.87 18514
4646.28 22842
4646.69 26704
4647.11 27453
4647.52 24897
4647.93 23042
4648.34 21456
4648.76 18379
4649.17 14276
4649.58 10189
4649.99 7683
4650.41 8079
4650.82 9237
4651.23 9814
4651.65 10021
4652.06 10060
4652.47 9438
4652.88 6731
4653.30 5334
4653.71 7609
4654.12 11351
4654.54 13250
4654.95 14582
4655.36 14441
4655.78 14616
4656.19 14807
4656.60 15303
4657.01 14926
4657.43 13719
4657.84 12850
4658.25 10774
4658.67 8615
4659.08 8142
4659.49 8271
4659.91 8841
4660.32 10255
4660.73 10017
4661.15 6754
4661.56 4524
4661.97 2470
4662.39 1163
4662.80 25
4663.21 -67
4663.63 1825
4664.04 730
4664.45 -1086
4664.87 -2559
4665.28 -5145
4665.69 -5785
4666.11 -5794
4666.52 -4384
4666.93 -4876
4667.35 -5893
4667.76 -5540
4668.17 -6886
4668.59 -6839
4669.00 -6115
4669.42 -4385
4669.83 -1360
4670.24 -1098
4670.66 202
4671.07 2095
4671.48 5236
4671.90 7896
4672.31 8473
4672.73 8554
4673.14 8501
4673.55 9964
4673.97 10758
4674.38 12200
4674.79 13593
4675.21 13464
4675.62 15935
4676.04 19231
4676.45 20520
4676.86 20258
4677.28 19439
4677.69 19188
4678.11 17521
4678.52 18537
4678.93 18013
4679.35 15363
4679.76 12087
4680.18 10039
4680.59 12886
4681.01 14444
4681.42 14192
4681.83 11940
4682.25 10010
4682.66 8676
4683.08 6862
4683.49 6446
4683.90 5806
4684.32 3939
4684.73 2183
4685.15 -758
4685.56 -3561
4685.98 -6016
4686.39 -9292
4686.81 -13072
4687.22 -16374
4687.63 -17266
4688.05 -17626
4688.46 -17631
4688.88 -18667
4689.29 -17470
4689.71 -13270
4690.12 -8782
4690.54 -3700
4690.95 705
4691.36 5239
4691.78 6914
4692.19 7441
4692.61 7059
4693.02 8981
4693.44 11261
4693.85 10518
4694.27 8276
4694.68 6957
4695.10 4785
4695.51 2069
4695.93 716
4696.34 405
4696.76 -1376
4697.17 -1136
4697.59 784
4698.00 3680
4698.42 5148
4698.83 7358
4699.25 10206
4699.66 10659
4700.08 10207
4700.49 10299
4700.91 9759
4701.32 7342
4701.74 3218
4702.15 1240
4702.57 2659
4702.98 5131
4703.40 5666
4703.81 5760
4704.23 7050
4704.64 8605
4705.06 9331
4705.47 9386
4705.89 11888
4706.30 14648
4706.72 16436
4707.13 20499
4707.55 26167
4707.96 32286
4708.38 34481
4708.80 35777
4709.21 35011
4709.63 31666
4710.04 29482
4710.46 26972
4710.87 24769
4711.29 23896
4711.70 24964
4712.12 25369
4712.53 25997
4712.95 26069
4713.37 27398
4713.78 29274
4714.20 28791
4714.61 28094
4715.03 29331
4715.44 30266
4715.86 31079
4716.28 30883
4716.69 30846
4717.11 30178
4717.52 30523
4717.94 29873
4718.35 25600
4718.77 21411
4719.19 17314
4719.60 14973
4720.02 15178
4720.43 15041
4720.85 15440
4721.27 15553
4721.68 13083
4722.10 10292
4722.51 9502
4722.93 7760
4723.35 7534
4723.76 6380
4724.18 3319
4724.59 1348
4725.01 875
4725.43 -939
4725.84 -3793
4726.26 -6992
4726.67 -10665
4727.09 -14383
4727.51 -15396
4727.92 -16485
4728.34 -18118
4728.76 -17707
4729.17 -15674
4729.59 -12003
4730.00 -7752
4730.42 -4628
4730.84 -143
4731.25 2897
4731.67 5102
4732.09 6961
4732.50 7781
4732.92 8536
4733.34 10235
4733.75 11527
4734.17 11373
4734.59 10934
4735.00 10959
4735.42 10320
4735.84 10530
4736.25 9362
4736.67 6005
4737.09 4291
4737.50 3035
4737.92 -15
4738.34 -1706
4738.75 -2998
4739.17 -3769
4739.59 -2213
4740.00 970
4740.42 3162
4740.84 6442
4741.25 8075
4741.67 8509
4742.09 6521
4742.50 4522
4742.92 3884
4743.34 3086
4743.75 2422
4744.17 1450
4744.59 2510
4745.00 5143
4745.42 6352
4745.84 8047
4746.26 7380
4746.67 7392
4747.09 10308
4747.51 8858
4747.92 6970
4748.34 8576
4748.76 9538
4749.18 10173
4749.59 12023
4750.01 12119
4750.43 11156
4750.84 9533
4751.26 6885
4751.68 2933
4752.10 373
4752.51 1240
4752.93 4452
4753.35 7416
4753.77 10291
4754.18 12925
4754.60 17190
4755.02 20483
4755.44 21398
4755.85 24130
4756.27 27110
4756.69 29334
4757.11 29588
4757.52 27150
4757.94 26215
4758.36 25308
4758.78 21578
4759.19 17266
4759.61 14103
4760.03 11053
4760.45 8050
4760.86 4481
4761.28 1526
4761.70 -502
4762.12 1315
4762.54 4115
4762.95 3614
4763.37 3002
4763.79 2001
4764.21 2074
4764.62 4981
4765.04 7164
4765.46 8105
4765.88 11439
4766.30 13657
4766.71 13289
4767.13 13726
4767.55 13778
4767.97 13709
4768.39 14749
4768.80 17096
4769.22 19022
4769.64 21834
4770.06 24847
4770.48 26647
4770.89 28332
4771.31 27180
4771.73 25208
4772.15 24838
4772.57 24902
4772.99 24364
4773.40 25535
4773.82 27476
4774.24 29372
4774.66 32272
4775.08 33008
4775.49 32481
4775.91 31901
4776.33 29277
4776.75 26868
4777.17 25253
4777.59 22706
4778.01 20713
4778.42 21097
4778.84 22488
4779.26 22835
4779.68 22571
4780.10 21653
4780.52 20560
4780.93 18984
4781.35 14975
4781.77 11771
4782.19 10815
4782.61 11173
4783.03 11472
4783.45 10803
4783.87 10420
4784.28 7533
4784.70 6008
4785.12 3484
4785.54 2522
4785.96 1483
4786.38 -128
4786.80 -1525
4787.22 -3166
4787.63 -4644
4788.05 -6084
4788.47 -5295
4788.89 -3639
4789.31 -2080
4789.73 -1144
4790.15 1049
4790.57 4036
4790.99 5500
4791.41 5504
4791.82 6125
4792.24 6205
4792.66 6029
4793.08 6112
4793.50 4071
4793.92 2953
4794.34 938
4794.76 -117
4795.18 686
4795.60 1719
4796.02 689
4796.44 -405
4796.85 436
4797.27 171
4797.69 -554
4798.11 -1249
4798.53 -151
4798.95 3978
4799.37 7181
4799.79 8151
4800.21 8215
4800.63 9956
4801.05 11893
4801.47 14561
4801.89 18418
4802.31 20175
4802.73 21026
4803.15 20913
4803.57 20151
4803.99 19686
4804.40 17062
4804.82 14964
4805.24 13456
4805.66 9313
4806.08 4342
4806.50 2842
4806.92 2996
4807.34 836
4807.76 -40
4808.18 -52
4808.60 13
4809.02 1548
4809.44 1883
4809.86 1813
4810.28 1772
4810.70 3321
4811.12 5834
4811.54 8131
4811.96 10256
4812.38 10800
4812.80 9017
4813.22 6119
4813.64 5567
4814.06 3415
4814.48 -388
4814.90 -2306
4815.32 -4715
4815.74 -7798
4816.16 -9168
4816.58 -8239
4817.00 -6167
4817.42 -4754
4817.84 -3097
4818.26 -901
4818.68 2146
4819.10 7054
4819.52 11092
4819.94 13680
4820.36 15004
4820.78 17132
4821.20 20151
4821.62 22438
4822.04 23934
4822.47 23789
4822.89 21330
4823.31 19668
4823.73 18711
4824.15 15589
4824.57 13616
4824.99 11927
4825.41 7188
4825.83 2036
4826.25 369
4826.67 178
4827.09 1142
4827.51 260
4827.93 -6
4828.35 2333
4828.77 5688
4829.19 8777
4829.61 11052
4830.04 12962
4830.46 12916
4830.88 13176
4831.30 15876
4831.72 18901
4832.14 20733
4832.56 20658
4832.98 18892
4833.40 18550
4833.82 16510
4834.24 13930
4834.66 12821
4835.09 11567
4835.51 10211
4835.93 9638
4836.35 9431
4836.77 7581
4837.19 3913
4837.61 -363
4838.03 -3395
4838.45 -3147
4838.88 -1778
4839.30 -981
4839.72 -2952
4840.14 -3009
4840.56 -2083
4840.98 6
4841.40 1336
4841.82 458
4842.24 -460
4842.67 -2433
4843.09 -4496
4843.51 -3781
4843.93 -3808
4844.35 -3417
4844.77 -2086
4845.19 -303
4845.62 799
4846.04 685
4846.46 915
4846.88 2028
4847.30 2058
4847.72 2760
4848.14 4491
4848.57 5120
4848.99 5911
4849.41 6779
4849.83 6657
4850.25 6391
4850.67 6062
4851.10 5071
4851.52 4033
4851.94 4220
4852.36 6259
4852.78 7769
4853.20 8633
4853.63 9053
4854.05 8068
4854.47 5873
4854.89 3694
4855.31 3205
4855.74 3079
4856.16 3059
4856.58 3406
4857.00 2758
4857.42 702
4857.84 221
4858.27 47
4858.69 -1986
4859.11 -1167
4859.53 -418
4859.95 -821
4860.38 586
4860.80 2941
4861.22 4675
4861.64 6762
4862.07 8458
4862.49 10055
4862.91 11017
4863.33 10093
4863.75 8100
4864.18 5605
4864.60 3680
4865.02 1914
4865.44 892
4865.87 -838
4866.29 -1890
4866.71 -4316
4867.13 -6080
4867.55 -5147
4867.98 -2927
4868.40 -1639
4868.82 -1995
4869.24 -213
4869.67 1292
4870.09 3014
4870.51 7457
4870.93 11282
4871.36 11955
4871.78 13902
4872.20 16720
4872.62 20800
4873.05 25300
4873.47 29585
4873.89 32368
4874.31 31750
4874.74 30966
4875.16 29804
4875.58 28477
4876.01 26735
4876.43 24740
4876.85 22579
4877.27 21862
4877.70 19864
4878.12 17461
4878.54 15330
4878.97 12726
4879.39 11715
4879.81 12103
4880.23 12594
4880.66 13243
4881.08 11310
4881.50 7638
4881.93 5270
4882.35 5280
4882.77 6559
4883.20 6049
4883.62 3496
4884.04 -457
4884.46 -4316
4884.89 -5648
4885.31 -5239
4885.73 -3909
4886.16 -3102
4886.58 -4202
4887.00 -3193
4887.43 -2593
4887.85 -2487
4888.27 662
4888.70 4033
4889.12 8417
4889.54 14836
4889.97 20053
4890.39 20631
4890.81 20081
4891.24 20098
4891.66 18723
4892.08 16920
4892.51 16878
4892.93 14656
4893.35 11606
4893.78 9860
4894.20 8985
4894.62 8177
4895.05 7591
4895.47 6319
4895.90 4690
4896.32 1099
4896.74 -1067
4897.17 622
4897.59 227
4898.01 -1369
4898.44 -1662
4898.86 -1604
4899.28 -211
4899.71 282
4900.13 -2401
4900.56 -4682
4900.98 -5852
4901.40 -5666
4901.83 -4689
4902.25 -2168
4902.68 -282
4903.10 -298
4903.52 782
4903.95 1490
4904.37 713
4904.80 389
4905.22 216
4905.64 485
4906.07 2324
4906.49 2997
4906.92 3988
4907.34 4590
4907.76 2403
4908.19 1128
4908.61 2340
4909.04 3333
4909.46 3704
4909.88 4319
4910.31 6008
4910.73 8066
4911.16 9202
4911.58 10357
4912.01 12115
4912.43 11782
4912.85 9415
4913.28 6102
4913.70 5582
4914.13 5912
4914.55 4420
4914.98 2811
4915.40 2421
4915.83 3900
4916.25 5451
4916.67 3583
4917.10 1666
4917.52 762
4917.95 -302
4918.37 504
4918.80 1164
4919.22 -475
4919.65 -2180
4920.07 -2289
4920.50 -2050
4920.92 -3304
4921.35 -3454
4921.77 -2617
4922.19 -582
4922.62 918
4923.04 4874
4923.47 8729
4923.89 14040
4924.32 16671
4924.74 16110
4925.17 17300
4925.59 18062
4926.02 17740
4926.44 17481
4926.87 16585
4927.29 16565
4927.72 16167
4928.14 13740
4928.57 11364
4928.99 7866
4929.42 5372
4929.84 3664
4930.27 3353
4930.69 1611
4931.12 883
4931.54 1771
4931.97 3627
4932.39 5250
4932.82 5622
4933.24 6275
4933.67 4737
4934.10 3532
4934.52 2118
4934.95 523
4935.37 2084
4935.80 2768
4936.22 5485
4936.65 8782
4937.07 10513
4937.50 11865
4937.92 12370
4938.35 13164
4938.77 16203
4939.20 19185
4939.63 20894
4940.05 19973
4940.48 17700
4940.90 14004
4941.33 12531
4941.75 10487
4942.18 8648
4942.60 6830
4943.03 3964
4943.46 392
4943.88 -2678
4944.31 -3792
4944.73 -2958
4945.16 -3779
4945.58 -5659
4946.01 -6760
4946.44 -5273
4946.86 -5126
4947.29 -2147
4947.71 1993
4948.14 6149
4948.57 9735
4948.99 10926
4949.42 9824
4949.84 7396
4950.27 5173
4950.69 2337
4951.12 286
4951.55 -379
4951.97 -540
4952.40 356
4952.83 -157
4953.25 -1814
4953.68 -3168
4954.10 -4014
4954.53 -5459
4954.96 -6924
4955.38 -10339
4955.81 -13278
4956.23 -10661
4956.66 -6828
4957.09 -5518
4957.51 -2067
4957.94 -179
4958.37 -156
4958.79 -2758
4959.22 -6576
4959.64 -7427
4960.07 -7301
4960.50 -6124
4960.92 -4535
4961.35 -3208
4961.78 -1501
4962.20 -1315
4962.63 -2472
4963.06 -2611
4963.48 -3004
4963.91 -5334
4964.34 -7318
4964.76 -10174
4965.19 -11850
4965.62 -12714
4966.04 -12070
4966.47 -9232
4966.90 -8385
4967.32 -9812
4967.75 -10287
4968.18 -12255
4968.60 -13666
4969.03 -12550
4969.46 -9753
4969.88 -5257
4970.31 -706
4970.74 3255
4971.16 7310
4971.59 11305
4972.02 14280
4972.44 15760
4972.87 16344
4973.30 16833
4973.73 14793
4974.15 14224
4974.58 14852
4975.01 15845
4975.43 16744
4975.86 17083
4976.29 15602
4976.71 11672
4977.14 6464
4977.57 1313
4978.00 -2384
4978.42 -4362
4978.85 -3311
4979.28 -3437
4979.70 -5164
4980.13 -7938
4980.56 -8424
4980.99 -7144
4981.41 -2121
4981.84 2659
4982.27 4573
4982.70 5842
4983.12 7028
4983.55 9699
4983.98 11382
4984.41 13547
4984.83 14113
4985.26 16147
4985.69 17173
4986.12 17487
4986.54 15459
4986.97 10740
4987.40 7332
4987.83 5495
4988.25 5698
4988.68 5150
4989.11 4847
4989.54 3599
4989.96 3169
4990.39 3242
4990.82 4533
4991.25 7709
4991.67 10644
4992.10 9567
4992.53 8054
4992.96 7728
4993.39 7753
4993.81 10167
4994.24 11711
4994.67 13505
4995.10 16118
4995.53 19382
4995.95 20192
4996.38 20281
4996.81 18254
4997.24 15336
4997.67 15997
4998.09 16601
4998.52 17600
4998.95 18007
4999.38 17729
4999.81 15976
5000.23 15787
5000.66 15778
5001.09 15470
5001.52 14958
5001.95 13181
5002.37 10922
5002.80 11867
5003.23 12567
5003.66 13274
5004.09 15965
5004.52 17614
5004.94 18780
5005.37 19093
5005.80 18367
5006.23 15753
5006.66 12365
5007.09 8378
5007.51 6287
5007.94 4893
5008.37 1592
5008.80 490
5009.23 -299
5009.66 -3742
5010.09 -6258
5010.51 -7269
5010.94 -7629
5011.37 -6769
5011.80 -4660
5012.23 315
5012.66 5557
5013.09 10258
5013.51 12730
5013.94 13709
5014.37 14395
5014.80 16092
5015.23 16308
5015.66 14079
5016.09 13467
5016.52 11660
5016.94 9667
5017.37 9555
5017.80 10002
5018.23 9064
5018.66 6746
5019.09 5963
5019.52 3936
5019.95 825
5020.38 -371
5020.81 53
5021.23 3671
5021.66 8443
5022.09 14887
5022.52 21584
5022.95 25211
5023.38 25832
5023.81 24286
5024.24 20957
5024.67 19337
5025.10 19717
5025.53 19002
5025.95 17739
5026.38 17893
5026.81 16852
5027.24 17254
5027.67 16749
5028.10 14676
5028.53 11452
5028.96 7430
5029.39 4656
5029.82 2208
5030.25 1564
5030.68 -22
5031.11 -2090
5031.54 -3381
5031.97 -3780
5032.40 -2105
5032.82 -1654
5033.25 -3491
5033.68 -6540
5034.11 -8935
5034.54 -9829
5034.97 -9354
5035.40 -8135
5035.83 -5342
5036.26 -3836
5036.69 -1803
5037.12 1148
5037.55 5829
5037.98 8164
5038.41 8143
5038.84 8277
5039.27 8456
5039.70 9326
5040.13 10339
5040.56 11946
5040.99 11246
5041.42 11144
5041.85 10914
5042.28 10787
5042.71 11548
5043.14 9933
5043.57 8013
5044.00 6408
5044.43 6121
5044.86 4150
5045.29 1770
5045.72 2128
5046.15 2467
5046.58 528
5047.01 10
5047.44 1399
5047.87 3873
5048.30 4487
5048.73 4205
5049.16 5952
5049.59 8323
5050.02 11408
5050.45 14843
5050.88 17514
5051.31 19891
5051.74 23592
5052.17 26833
5052.60 29322
5053.03 31521
5053.46 32911
5053.89 35847
5054.32 36299
5054.75 33631
5055.19 29649
5055.62 26971
5056.05 24056
5056.48 21274
5056.91 18382
5057.34 16748
5057.77 16295
5058.20 16090
5058.63 13720
5059.06 10788
5059.49 8586
5059.92 6682
5060.35 6651
5060.78 7837
5061.21 8417
5061.64 10465
5062.08 11135
5062.51 9938
5062.94 9483
5063.37 8914
5063.80 7784
5064.23 5188
5064.66 632
5065.09 -4047
5065.52 -6883
5065.95 -8646
5066.38 -10252
5066.82 -8274
5067.25 -7263
5067.68 -6889
5068.11 -6506
5068.54 -7060
5068.97 -8617
5069.40 -8575
5069.83 -6253
5070.26 -3519
5070.69 -432
5071.13 1847
5071.56 2488
5071.99 1998
5072.42 131
5072.85 -1851
5073.28 -469
5073.71 -2
5074.14 -328
5074.58 -673
5075.01 -780
5075.44 -1504
5075.87 -1157
5076.30 -995
5076.73 -1043
5077.16 200
5077.60 586
5078.03 378
5078.46 -48
5078.89 -2127
5079.32 -4035
5079.75 -5418
5080.18 -5980
5080.62 -6638
5081.05 -7243
5081.48 -7068
5081.91 -8496
5082.34 -9723
5082.77 -9641
5083.21 -6429
5083.64 310
5084.07 4340
5084.50 8051
5084.93 9853
5085.36 11862
5085.80 12688
5086.23 12298
5086.66 11208
5087.09 12249
5087.52 14627
5087.96 15926
5088.39 15641
5088.82 14932
5089.25 13639
5089.68 12337
5090.12 12010
5090.55 12757
5090.98 11889
5091.41 8909
5091.84 5228
5092.28 1485
5092.71 -429
5093.14 -857
5093.57 -325
5094.00 -857
5094.44 -2652
5094.87 -3163
5095.30 -2774
5095.73 -1632
5096.16 -1579
5096.60 -1219
5097.03 663
5097.46 3689
5097.89 7419
5098.33 10105
5098.76 13010
5099.19 17196
5099.62 19136
5100.06 18941
5100.49 19120
5100.92 18767
5101.35 16434
5101.79 12902
5102.22 11278
5102.65 10237
5103.08 8716
5103.52 7780
5103.95 6995
5104.38 9089
5104.81 12426
5105.25 13862
5105.68 14743
5106.11 16421
5106.54 17736
5106.98 18999
5107.41 19374
5107.84 18980
5108.27 20344
5108.71 21914
5109.14 21358
5109.57 20129
5110.01 17343
5110.44 15140
5110.87 14637
5111.30 13455
5111.74 10679
5112.17 9089
5112.60 8363
5113.04 6929
5113.47 5033
5113.90 4384
5114.33 5141
5114.77 6089
5115.20 5353
5115.63 1974
5116.07 662
5116.50 1713
5116.93 4405
5117.37 6030
5117.80 8165
5118.23 11718
5118.67 17167
5119.10 18941
5119.53 17068
5119.97 16922
5120.40 19472
5120.83 23042
5121.27 25971
5121.70 25503
5122.13 24112
5122.57 22398
5123.00 19962
5123.43 17181
5123.87 13606
5124.30 10807
5124.73 7754
5125.17 2395
5125.60 -3299
5126.03 -7041
5126.47 -7450
5126.90 -5929
5127.33 -4878
5127.77 -3895
5128.20 -1287
5128.63 1046
5129.07 1145
5129.50 -1113
5129.93 -1639
5130.37 730
5130.80 3315
5131.24 4584
5131.67 3470
5132.10 738
5132.54 -907
5132.97 -1055
5133.40 -383
5133.84 119
5134.27 -194
5134.71 -2059
5135.14 -3570
5135.57 -4936
5136.01 -5425
5136.44 -4107
5136.88 -4107
5137.31 -5288
5137.74 -5515
5138.18 -3581
5138.61 -276
5139.05 2354
5139.48 4175
5139.91 6270
5140.35 8499
5140.78 9851
5141.22 9638
5141.65 9419
5142.09 8227
5142.52 8868
5142.95 10128
5143.39 11486
5143.82 10875
5144.26 9317
5144.69 6676
5145.12 4486
5145.56 4581
5145.99 3715
5146.43 1458
5146.86 -455
5147.30 -1009
5147.73 -717
5148.17 56
5148.60 2804
5149.03 5777
5149.47 6160
5149.90 7615
5150.34 9623
5150.77 11234
5151.21 10832
5151.64 10545
5152.08 10671
5152.51 9219
5152.95 6893
5153.38 3367
5153.81 -714
5154.25 -3572
5154.68 -6798
5155.12 -8735
5155.55 -8455
5155.99 -8267
5156.42 -8547
5156.86 -9147
5157.29 -7899
5157.73 -5625
5158.16 -4374
5158.60 -2382
5159.03 1260
5159.47 3198
5159.90 5172
5160.34 9914
5160.77 13426
5161.21 15183
5161.64 15219
5162.08 14534
5162.51 11672
5162.95 6968
5163.38 3089
5163.82 1102
5164.25 479
5164.69 -33
5165.12 -2046
5165.56 -2363
5165.99 -2640
5166.43 -2657
5166.86 -194
5167.30 1743
5167.73 4684
5168.17 7739
5168.60 9741
5169.04 11399
5169.48 12903
5169.91 13651
5170.35 16352
5170.78 17034
5171.22 14580
5171.65 11779
5172.09 8180
5172.52 4181
5172.96 891
5173.39 392
5173.83 1435
5174.27 2505
5174.70 3148
5175.14 4196
5175.57 5154
5176.01 5329
5176.44 5923
5176.88 8277
5177.31 10549
5177.75 10869
5178.19 11052
5178.62 11437
5179.06 12364
5179.49 13680
5179.93 14654
5180.37 15019
5180.80 14860
5181.24 13882
5181.67 12917
5182.11 11874
5182.54 11141
5182.98 10213
5183.42 10572
5183.85 13436
5184.29 15485
5184.72 17084
5185.16 18010
5185.60 18354
5186.03 15653
5186.47 11305
5186.90 9937
5187.34 9138
5187.78 8897
5188.21 8379
5188.65 6821
5189.08 6034
5189.52 7098
5189.96 7648
5190.39 7892
5190.83 8831
5191.27 10456
5191.70 12913
5192.14 12240
5192.57 10404
5193.01 9612
5193.45 11174
5193.88 14128
5194.32 16530
5194.76 18558
5195.19 19746
5195.63 19976
5196.07 19517
5196.50 16411
5196.94 14751
5197.38 15565
5197.81 15319
5198.25 13739
5198.69 11141
5199.12 8483
5199.56 7949
5200.00 9276
5200.43 10326
5200.87 11061
5201.31 11116
5201.74 10782
5202.18 10653
5202.62 9499
5203.05 8106
5203.49 8145
5203.93 9081
5204.36 9057
5204.80 8294
5205.24 7966
5205.67 7515
5206.11 7322
5206.55 6950
5206.98 6270
